,000001.XSHE,000002.XSHE,000063.XSHE,000069.XSHE,000100.XSHE,000157.XSHE,000166.XSHE,000333.XSHE,000338.XSHE,000402.XSHE,000408.XSHE,000413.XSHE,000415.XSHE,000423.XSHE,000425.XSHE,000503.XSHE,000538.XSHE,000553.XSHE,000568.XSHE,000625.XSHE,000627.XSHE,000630.XSHE,000651.XSHE,000661.XSHE,000671.XSHE,000703.XSHE,000709.XSHE,000725.XSHE,000728.XSHE,000768.XSHE,000776.XSHE,000783.XSHE,000786.XSHE,000792.XSHE,000826.XSHE,000839.XSHE,000858.XSHE,000876.XSHE,000895.XSHE,000898.XSHE,000938.XSHE,000959.XSHE,000961.XSHE,000963.XSHE,000983.XSHE,001965.XSHE,001979.XSHE,002001.XSHE,002007.XSHE,002008.XSHE,002024.XSHE,002027.XSHE,002032.XSHE,002044.XSHE,002050.XSHE,002065.XSHE,002081.XSHE,002085.XSHE,002120.XSHE,002142.XSHE,002146.XSHE,002153.XSHE,002179.XSHE,002202.XSHE,002230.XSHE,002236.XSHE,002241.XSHE,002252.XSHE,002271.XSHE,002294.XSHE,002304.XSHE,002310.XSHE,002311.XSHE,002352.XSHE,002411.XSHE,002415.XSHE,002422.XSHE,002450.XSHE,002456.XSHE,002460.XSHE,002466.XSHE,002468.XSHE,002475.XSHE,002493.XSHE,002508.XSHE,002555.XSHE,002558.XSHE,002572.XSHE,002594.XSHE,002601.XSHE,002602.XSHE,002624.XSHE,002625.XSHE,002673.XSHE,002714.XSHE,002736.XSHE,002773.XSHE,002797.XSHE,002925.XSHE,300003.XSHE,300015.XSHE,300017.XSHE,300024.XSHE,300033.XSHE,300059.XSHE,300070.XSHE,300072.XSHE,300122.XSHE,300124.XSHE,300136.XSHE,300142.XSHE,300144.XSHE,300251.XSHE,300296.XSHE,300408.XSHE,300433.XSHE,600000.XSHG,600004.XSHG,600009.XSHG,600010.XSHG,600011.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600019.XSHG,600023.XSHG,600025.XSHG,600027.XSHG,600028.XSHG,600029.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600038.XSHG,600048.XSHG,600050.XSHG,600061.XSHG,600066.XSHG,600068.XSHG,600085.XSHG,600089.XSHG,600100.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600115.XSHG,600118.XSHG,600153.XSHG,600157.XSHG,600170.XSHG,600176.XSHG,600177.XSHG,600188.XSHG,600196.XSHG,600208.XSHG,600219.XSHG,600221.XSHG,600233.XSHG,600271.XSHG,600276.XSHG,600297.XSHG,600309.XSHG,600332.XSHG,600339.XSHG,600340.XSHG,600346.XSHG,600352.XSHG,600362.XSHG,600369.XSHG,600372.XSHG,600383.XSHG,600390.XSHG,600398.XSHG,600406.XSHG,600415.XSHG,600436.XSHG,600438.XSHG,600482.XSHG,600487.XSHG,600489.XSHG,600498.XSHG,600516.XSHG,600518.XSHG,600519.XSHG,600522.XSHG,600535.XSHG,600547.XSHG,600549.XSHG,600566.XSHG,600570.XSHG,600583.XSHG,600585.XSHG,600588.XSHG,600606.XSHG,600637.XSHG,600660.XSHG,600674.XSHG,600688.XSHG,600690.XSHG,600703.XSHG,600704.XSHG,600705.XSHG,600739.XSHG,600741.XSHG,600760.XSHG,600795.XSHG,600809.XSHG,600816.XSHG,600837.XSHG,600867.XSHG,600886.XSHG,600887.XSHG,600893.XSHG,600900.XSHG,600909.XSHG,600919.XSHG,600926.XSHG,600958.XSHG,600977.XSHG,600998.XSHG,600999.XSHG,601006.XSHG,601009.XSHG,601012.XSHG,601018.XSHG,601021.XSHG,601066.XSHG,601088.XSHG,601108.XSHG,601111.XSHG,601117.XSHG,601138.XSHG,601155.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601198.XSHG,601211.XSHG,601212.XSHG,601216.XSHG,601225.XSHG,601228.XSHG,601229.XSHG,601238.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601333.XSHG,601336.XSHG,601360.XSHG,601377.XSHG,601390.XSHG,601398.XSHG,601555.XSHG,601600.XSHG,601601.XSHG,601607.XSHG,601611.XSHG,601618.XSHG,601628.XSHG,601633.XSHG,601668.XSHG,601669.XSHG,601688.XSHG,601727.XSHG,601766.XSHG,601788.XSHG,601800.XSHG,601808.XSHG,601818.XSHG,601828.XSHG,601838.XSHG,601857.XSHG,601877.XSHG,601878.XSHG,601881.XSHG,601888.XSHG,601898.XSHG,601899.XSHG,601901.XSHG,601919.XSHG,601933.XSHG,601939.XSHG,601985.XSHG,601988.XSHG,601989.XSHG,601991.XSHG,601992.XSHG,601997.XSHG,601998.XSHG,603156.XSHG,603160.XSHG,603259.XSHG,603260.XSHG,603288.XSHG,603799.XSHG,603833.XSHG,603858.XSHG,603986.XSHG,603993.XSHG
2018-01-02,0.84028,0.4347,2.33086,0.858,0.9611,0.9985,0.38416,0.52398,1.79736,0.49858,1.86226,1.1847,0.46388,0.6936,5.15198,2.1828,0.33938,1.45414,0.85208,0.3978,1.77864,1.3369,0.77056,1.07982,1.17556,1.42408,0.615,2.12612,0.55996,0.37536,0.3947,0.4021,2.25696,3.45846,0.71692,2.46128,0.9331,0.39212,0.35118,0.53566,4.55528,0.2621,0.79312,0.64094,2.01166,14.19936,1.28788,2.63284,0.80862,1.978,0.74992,0.86948,0.4128,0.77224,1.61328,0.78144,0.9843,0.65384,1.21764,0.40562,2.03054,1.45732,0.5214,1.2682,2.1911,2.61724,1.04646,0.15232,0.8346,0.73358,0.38886,0.77678,0.38506,0.83976,0.87562,0.39006,0.71272,0.9053,1.17596,3.93732,1.26034,0.71682,0.61138,0.61632,0.56878,0.94678,1.08546,1.41972,1.38538,2.54218,0.20862,0.66094,0.0,0.4969,0.70612,0.23208,1.60094,3.33128,,0.60338,0.58258,4.65328,0.488,1.07936,1.58372,0.6688,0.92252,0.56742,0.58728,1.22886,1.41856,0.35924,0.71914,0.93554,1.08952,2.4766,0.08506,0.59726,0.47148,0.3048,0.0809,0.14718,0.2183,0.16162,0.31358,0.07914,32.84386,0.1588,0.17022,1.28674,0.9856,2.63472,0.25926,0.74294,1.06618,0.73686,0.28816,0.57938,0.5698,0.29808,0.72582,0.75656,0.19286,0.6054,3.27224,1.0138,0.35058,0.51928,0.0,0.17658,1.71238,0.33502,1.32988,1.40678,0.76248,1.33538,0.31456,0.2492,1.4297,0.29274,0.56968,0.0,0.0,1.9374,0.57348,2.1823,2.88488,3.08562,0.33598,0.2081,1.59288,1.59486,0.22168,0.90346,0.17836,0.5785,1.90326,0.33664,1.6873,0.89534,1.22174,6.94178,0.30932,0.50848,2.39696,0.23122,1.17238,3.2339,0.43846,1.45878,0.31292,1.22642,0.36608,3.21212,0.27142,0.5932,0.44762,0.2317,0.69556,1.02332,0.73268,0.43952,0.33336,0.76834,4.2974,0.21132,0.66124,0.39652,0.2543,0.43506,0.3433,0.83764,0.27286,0.25692,1.078,0.68476,1.67616,0.54352,1.45114,0.1442,0.37046,0.36134,0.40702,1.34948,0.1026,1.69562,,0.15924,12.07892,0.63724,0.78898,,2.29202,0.35484,0.25736,0.18202,0.34322,0.3702,7.23528,0.0,1.05966,3.24258,0.53608,0.15672,0.13682,1.0609,0.20132,1.30436,0.67464,1.2144,0.39046,0.14006,0.10354,0.35856,0.0,0.38064,0.35296,1.3935,0.10704,0.08376,0.16444,0.49904,0.10932,0.72374,0.1336,0.89904,0.37212,0.08742,0.19408,0.22748,,,0.02068,0.72248,5.8392,3.61866,0.41976,0.1473,3.61148,0.17492,0.50954,1.53626,1.3509,0.3996,0.09984,0.28406,0.08344,0.45368,1.12198,0.07118,,0.71844,,17.44342,0.07208,3.65378,1.6003,0.7078,0.0,1.29082
2018-01-03,1.05766,0.5105,2.59964,0.90086,1.0917,0.81928,0.39988,0.5489,1.83512,0.59372,2.11484,1.25386,0.56246,0.90208,4.47232,2.1196,0.37598,1.67316,0.89032,0.47504,1.4686,1.37514,0.90858,1.121,1.29548,1.47144,0.99712,2.21268,0.65348,0.38516,0.48426,0.43544,2.81396,3.74788,0.86608,2.88254,0.95756,0.41458,0.39066,0.60666,4.83484,0.34136,0.94074,0.72302,2.29346,14.93772,1.70328,2.56078,1.1334,2.13126,0.81202,0.95628,0.39746,0.90278,1.80192,0.91532,1.00854,0.67502,1.2484,0.37988,2.64702,1.55112,0.66578,1.35108,2.56846,2.6827,1.21268,0.13534,1.02876,0.78228,0.41758,1.05988,0.3596,0.96856,0.8753,0.42052,0.7248,0.8663,1.25564,4.9462,1.53504,0.68162,0.66472,0.68712,0.64566,0.8996,1.17142,1.63242,1.47196,3.30548,0.20924,0.70498,0.0,0.5861,0.74354,0.1939,1.63386,3.77238,,0.74318,0.661,5.06222,0.56868,1.28236,1.886,1.0788,0.9984,0.62782,0.62366,1.39674,1.33218,0.42586,0.84312,1.12186,1.07068,2.64002,0.10114,0.62424,0.53646,0.30444,0.0837,0.15062,0.24344,0.1815,0.3577,0.08014,29.66076,0.18524,0.2021,1.60112,1.09286,2.31088,0.2694,0.80716,1.1949,0.94154,0.31774,0.71164,0.69738,0.31538,0.82388,0.80176,0.21814,0.62478,3.43482,1.1519,0.37312,0.54474,0.0,0.19564,1.65084,0.3506,1.44904,1.18616,0.79904,1.48884,0.4005,0.2843,1.40192,0.33746,0.56876,0.0,0.0,1.57756,1.0066,2.34564,3.07524,3.09636,0.37558,0.23152,2.12492,1.88936,0.24546,0.9776,0.21148,0.65088,1.67946,0.39794,2.0467,1.08194,1.50398,7.09044,0.48872,0.54056,2.9654,0.24768,1.4746,3.3557,0.58458,1.54738,0.3601,1.42488,0.42278,4.82188,0.32414,0.60612,0.4311,0.36526,0.72456,1.0861,0.739,0.43622,0.36832,0.74284,4.6132,0.20842,0.70984,0.3882,0.29382,0.46254,0.40184,0.86178,0.33226,0.2834,1.3348,0.63388,1.55252,0.66138,1.54696,0.15544,0.42152,0.444,0.46794,1.3931,0.10958,1.80028,,0.19762,11.97822,0.81304,0.80974,,2.53212,0.385,0.29574,0.20416,0.41148,0.49032,6.8267,0.0,1.24604,3.06366,0.54454,0.17728,0.13834,1.23848,0.2074,1.42818,0.68266,2.12316,0.49452,0.14576,0.1134,0.40282,0.0,0.44566,0.40822,1.49064,0.11928,0.10464,0.21762,0.5027,0.12748,0.89122,0.15664,0.80018,0.39588,0.09746,0.19624,0.25248,,,0.0241,0.67068,6.32046,4.25122,0.53898,0.17064,4.39442,0.24304,0.6744,1.58332,1.41034,0.42828,0.10322,0.41202,0.12584,0.81884,1.14978,0.08212,,0.73792,,15.28784,0.08074,4.92154,1.3534,0.76572,0.0,1.5951
2018-01-04,1.11534,0.53802,2.6768,0.93602,1.12156,0.74116,0.39144,0.56728,1.68954,0.64188,1.70848,1.34768,0.58678,0.95486,3.6681,1.98944,0.39394,1.80878,1.00888,0.43796,1.48762,1.38646,0.94522,1.23496,1.53262,1.63424,1.20612,2.06164,0.69318,0.3898,0.48192,0.41952,3.10922,3.17254,0.86186,2.8597,1.00878,0.42816,0.4297,0.63464,4.61112,0.39494,1.23116,0.72922,2.25094,15.80046,1.8647,2.59354,1.2663,2.04256,0.7772,1.09962,0.33774,0.96504,1.63576,0.94612,0.97262,0.63576,1.32578,0.3539,2.9228,1.5483,0.77634,1.32276,2.7246,2.50034,1.26372,0.09864,1.09876,0.72154,0.46866,1.36916,0.33108,1.55812,0.74552,0.44526,0.88308,0.79172,1.27658,4.82582,1.6618,0.6829,0.68694,0.77386,0.68038,0.89168,1.1488,1.65272,1.21062,3.58632,0.20314,0.87984,1.29144,0.59262,0.75592,0.16604,1.4966,3.99882,,0.78204,0.73594,4.63964,0.59884,1.38478,1.98034,1.23046,0.9919,0.61932,0.59968,1.40732,1.26342,0.46872,0.89374,1.1421,1.00746,2.5104,0.09768,0.64336,0.54698,0.32152,0.0926,0.13242,0.23162,0.2191,0.36836,0.08862,26.5317,0.22012,0.27776,1.85468,1.16672,2.14976,0.25806,0.90776,1.26208,0.9476,0.29334,0.70602,0.7522,0.33828,0.8652,0.73384,0.22406,0.63278,3.33096,1.25636,0.37616,0.60172,0.0,0.21638,1.65734,0.31106,1.4597,1.18476,0.81196,1.44766,0.43704,0.3666,1.35174,0.373,0.64128,0.0,0.0,1.73186,1.17468,2.49032,3.2819,3.2554,0.35736,0.22542,2.44192,1.91716,0.23288,1.07234,0.21692,0.74566,1.56972,0.39684,2.09278,1.1174,1.5066,7.5976,0.52354,0.59546,2.92478,0.24818,1.54956,3.2405,0.6362,1.61992,0.67296,1.52084,0.44698,5.4938,0.3816,0.5942,0.42288,0.63138,0.76442,0.90214,1.02414,0.42674,0.38502,0.76738,4.86264,0.20708,0.9371,0.36382,0.28228,0.48582,0.44908,1.01588,0.37194,0.25762,1.49092,0.64826,1.66504,0.61026,1.59036,0.15218,0.40296,0.43132,0.47682,1.30858,0.1271,1.8086,,0.21274,11.58428,0.8874,0.85874,,2.65072,0.36306,0.26008,0.2,0.4003,0.49992,5.27678,0.0,1.22488,2.58954,0.59352,0.17934,0.1388,1.1562,0.19964,1.65462,0.82192,2.47686,0.52374,0.15044,0.12972,0.4085,0.0,0.54524,0.47982,1.67656,0.11536,0.11424,0.23422,0.4801,0.133,0.8859,0.17362,0.76408,0.31538,0.10166,0.3605,0.2579,,,0.03828,0.63888,6.34854,4.30762,0.56946,0.19576,4.9065,0.24704,0.76364,1.63266,1.43652,0.4351,0.1096,0.5024,0.16328,1.48824,1.291,0.08534,,0.7513,,14.01176,0.1085,5.67768,1.42076,0.73492,0.0,1.69766
2018-01-05,1.07482,0.63604,2.65488,1.33022,1.15164,0.8553,0.33714,0.5801,1.60712,1.0653,2.92862,1.37594,0.6153,0.95826,3.32256,1.48378,0.35034,1.97464,0.89484,0.44402,1.2678,1.00344,1.06268,1.22048,2.16148,1.40278,1.1757,2.28664,0.6812,0.40422,0.50518,0.4209,3.35958,2.91562,0.89258,3.22262,0.85348,0.50068,0.4268,0.59438,3.67308,0.41806,1.63172,0.66292,1.95722,12.85238,2.50684,2.44908,1.16736,1.96588,0.85222,1.04132,0.32168,1.07014,1.78802,0.96902,1.06424,0.5716,1.4078,0.3581,3.53586,1.59762,0.82418,1.26564,2.77574,2.3052,1.27816,0.07222,1.14996,0.73444,0.43692,1.74384,0.30164,1.79934,0.75448,0.47906,0.9207,0.84962,1.40968,4.87048,1.75354,0.70116,0.73196,0.79612,0.69714,0.81862,1.19248,1.56596,1.06802,3.61964,0.25654,0.85502,2.03988,0.5989,0.8669,0.09818,1.31478,4.49274,,0.95364,0.9793,4.5802,0.6045,1.97096,1.8378,1.25862,1.11706,0.68334,0.6228,1.40066,1.36206,0.47382,0.9192,1.06526,1.2971,2.3883,0.10278,0.6494,0.58014,0.29342,0.09666,0.14152,0.25194,0.283,0.34096,0.1066,22.67646,0.24302,0.33864,2.04916,1.31096,2.08876,0.26374,1.07786,1.55052,1.0214,0.29836,0.78396,1.09142,0.41234,0.94902,0.66746,0.23404,0.61634,2.71782,1.39428,0.40332,0.75668,0.0,0.29474,1.59222,0.3828,1.40218,1.25098,0.91164,1.1995,0.3695,0.39394,1.17014,0.4159,0.6597,0.0,0.0,1.74118,1.53878,2.35828,3.03256,2.86492,0.32558,0.23092,3.22972,1.91738,0.19042,1.22852,0.25726,0.8433,1.50792,0.41012,2.16686,1.04256,1.44268,8.02348,0.54796,0.46148,3.02254,0.24248,1.56148,2.63406,0.60112,1.87054,0.82262,1.62404,0.46742,8.90842,0.36188,0.62864,0.428,0.76208,0.83274,0.80036,1.15604,0.45798,0.4219,0.71292,4.76846,0.20458,0.87534,0.33484,0.2695,0.47784,0.45864,1.0204,0.4319,0.2713,1.3668,0.61656,1.62742,0.60776,1.41328,0.1345,0.39836,0.4982,0.48702,1.3774,0.13182,1.62002,,0.2404,9.87476,0.99876,0.90914,,3.17752,0.36772,0.24146,0.23018,0.40864,0.51022,3.91658,0.0,1.14068,2.87986,0.6057,0.18098,0.13486,1.08994,0.20232,1.45874,0.90868,6.13482,0.57508,0.17572,0.13504,0.39442,0.0,0.56826,0.5095,1.61238,0.13726,0.12896,0.25574,0.57802,0.1597,0.8903,0.17852,0.75472,0.27766,0.13086,0.60056,0.26176,,,0.0478,0.61788,5.48814,3.91656,0.54182,0.21316,4.62452,0.24314,0.85596,1.605,1.44288,0.41254,0.1171,0.60892,0.18296,1.91754,1.2914,0.09914,,0.8188,,12.43798,0.11992,6.3116,1.26644,0.7081,0.0,1.4986
2018-01-08,1.2138,0.72782,2.9691,1.65308,1.19424,1.10614,0.32478,0.59944,2.06526,1.40602,3.71946,1.4464,0.66502,0.974,3.63874,1.31088,0.38276,2.37676,0.87384,0.58874,1.30184,1.11862,1.20342,1.226,2.66724,1.17252,1.29826,2.56712,0.812,0.40982,0.66896,0.50552,3.67148,3.01254,0.84922,2.88894,0.77938,0.74468,0.43772,0.75916,3.03044,0.44516,2.06596,0.66474,2.18514,10.21266,3.19184,2.58026,1.16946,1.95656,0.93106,1.1299,0.279,1.07738,2.00198,0.98412,1.15344,0.37336,1.36006,0.48246,4.09308,1.69802,0.91782,1.42816,2.96372,2.15454,1.37118,0.05186,1.21402,0.79336,0.42248,1.8326,0.31368,1.92366,0.57968,0.51656,0.96656,0.87434,1.54196,5.34432,1.964,0.7057,0.77452,0.79862,0.84948,0.87762,0.95406,1.58636,1.12284,4.02386,0.29962,1.02982,2.73182,0.7121,1.22016,0.1016,1.40146,5.31862,,1.03888,1.12306,4.41692,0.6212,2.35972,2.17158,1.34262,1.06896,0.77082,0.64958,1.70728,1.05336,0.50988,1.04904,1.17986,1.20744,2.4239,0.11348,0.7269,0.66806,0.33006,0.0972,0.15332,0.29038,0.3123,0.43132,0.13034,18.7079,0.25042,0.394,2.80994,1.68716,2.35452,0.29568,1.13326,1.80876,1.07926,0.3487,0.85844,1.4103,0.4682,1.1243,0.73114,0.24852,0.71128,2.87156,1.67506,0.45498,0.87872,0.0,0.34224,1.68992,0.46004,1.79006,1.30602,1.0726,1.19672,0.46264,0.41882,1.238,0.4338,0.7297,0.0,0.91252,1.70166,2.09654,2.6732,3.10412,3.10826,0.3836,0.21476,3.80212,2.07922,0.20576,1.28926,0.3138,0.95708,1.44618,0.46574,2.50394,1.13858,1.33252,8.78772,0.54384,0.42354,3.31718,0.27356,1.70982,2.67462,0.57284,2.009,0.97582,1.94712,0.57728,12.53196,0.39312,0.70946,0.4736,0.94064,1.03328,0.84216,1.25278,0.51588,0.44602,0.79052,4.898,0.25102,0.90618,0.36566,0.33434,0.51246,0.46042,1.05086,0.43884,0.26618,1.4815,0.63586,1.65176,0.72846,1.42486,0.14158,0.50568,0.68362,0.5865,1.48194,0.13314,1.84384,,0.3362,10.58446,1.27982,0.91638,,3.65954,0.3973,0.28318,0.24812,0.53738,0.6136,3.7159,0.0,1.43476,3.0733,0.60002,0.1832,0.12918,1.12478,0.21204,1.68842,1.23664,8.18952,0.72652,0.19112,0.13516,0.51214,0.0,0.67922,0.5954,1.83014,0.25058,0.14022,0.32202,0.72766,0.18992,1.23658,0.18956,0.8924,0.29848,0.1525,0.73182,0.26998,,,0.05278,0.58198,5.7228,4.41246,0.60982,0.28548,4.95078,0.30998,0.8964,1.6359,1.43056,0.4268,0.12012,0.52208,0.23176,2.22366,1.36266,0.13468,,0.79002,,15.53688,0.12726,6.85224,1.3518,0.76486,0.0,1.67168
2018-01-09,1.12664,0.6856,3.00962,1.57334,1.54372,1.02654,0.33244,0.63666,2.05152,1.4525,4.06326,1.44724,0.59494,1.1033,3.61628,1.27978,0.46836,2.17984,0.8854,0.58024,1.42046,1.08758,1.2643,1.1479,2.75476,0.81222,1.29636,3.30368,0.76886,0.39602,0.65446,0.48412,3.33944,3.07766,0.79742,2.42028,0.81792,0.76754,0.44422,0.72608,2.90826,0.43208,2.04482,0.62902,2.01282,8.7251,3.039,2.6228,0.98716,2.20254,0.93484,1.15504,0.28068,1.22848,1.9115,0.96154,1.04156,0.35224,1.32898,0.49252,3.53758,1.6773,0.93538,1.3029,2.80922,2.00962,1.35218,0.05586,1.07,0.80516,0.47648,1.79906,0.32032,2.05484,0.57466,0.5415,0.9563,0.86906,1.5189,5.24418,2.0701,0.5764,0.71486,0.73758,0.86398,0.85494,0.83292,1.23644,1.06516,3.8682,0.30206,1.10726,3.06796,0.70496,1.3932,0.09656,1.14522,5.46738,,1.05622,1.18228,4.4657,0.63588,2.31976,2.23422,1.3405,1.0715,1.07218,0.67364,1.74302,1.0958,0.50946,0.96116,1.18748,1.17292,2.38252,0.10984,0.80478,0.70904,0.33232,0.09314,0.13548,0.28394,0.30622,0.42532,0.13242,16.95694,0.24916,0.37386,2.77654,1.69652,2.11144,0.2688,1.21608,1.74464,1.06468,0.34904,0.87042,1.40816,0.4827,1.15198,1.0199,0.25006,0.65906,3.14666,1.7309,0.46878,0.81968,0.0,0.35166,1.62356,0.45394,1.85374,1.33862,1.11226,1.116,0.48516,0.4197,1.1673,0.5219,0.74598,0.0,1.49022,1.6212,2.22974,2.75504,2.7298,2.90636,0.38066,0.23394,3.16514,2.54992,0.17794,1.30262,0.33198,1.09406,1.46196,0.44788,2.60618,1.20906,1.2897,9.1677,0.56938,0.4474,3.21696,0.3565,1.6287,3.09604,0.56152,1.93734,0.93398,1.67738,0.59576,12.93712,0.38546,0.6546,0.60542,0.91302,1.16734,0.84152,1.21792,0.46448,0.45714,0.66624,5.37368,0.24838,1.03704,0.41684,0.32402,0.62878,0.53182,1.08194,0.48396,0.25356,1.5065,0.56738,1.56504,0.67798,1.3623,0.13984,0.48526,0.72032,0.6531,1.34782,0.13706,2.3827,,0.3459,10.12042,1.18268,0.84698,,3.3283,0.3616,0.27206,0.23432,0.58446,0.60188,3.64012,0.0,1.27118,2.98054,0.55956,0.17628,0.09204,1.1254,0.17348,1.79674,1.36702,8.40242,0.681,0.18972,0.1077,0.51804,0.0,0.71374,0.704,1.87564,0.31016,0.13512,0.2882,0.76648,0.18424,1.22032,0.16548,0.81728,0.27564,0.14708,0.83408,0.25588,,,0.05102,0.51636,5.50434,4.5685,0.645,0.307,4.50862,0.3139,0.95114,1.7627,1.21938,0.39546,0.09988,0.58672,0.24838,2.296,1.2621,0.14184,,0.76452,,16.64768,0.13744,7.13782,1.31582,0.87206,0.0,1.6647
2018-01-10,1.06052,0.64582,2.65186,1.55354,1.64838,1.01236,0.3161,0.6431,2.03764,1.52062,4.24318,1.33,0.48666,0.96166,3.5543,1.32706,0.47356,2.08336,0.90992,0.5473,1.25842,1.0983,1.36228,1.15436,2.77176,0.50322,0.98092,3.78312,0.71942,0.4185,0.63488,0.46542,2.88624,3.35158,0.63342,2.12746,0.8484,0.81924,0.46718,0.72166,2.68844,0.37418,2.15956,0.50618,1.84274,7.41952,2.8117,2.3559,0.74846,2.3037,0.97738,1.0836,0.39608,1.1792,1.77336,1.24034,1.01216,0.31336,1.26536,0.55456,3.25196,1.73214,0.97916,1.19148,2.5618,1.65352,1.21238,0.0552,0.978,0.76122,0.51006,1.77582,0.3128,2.06582,0.5932,0.5381,0.93476,1.00152,1.44298,4.60692,1.92078,0.73274,0.68552,0.72776,0.87572,0.74158,0.9686,0.98582,0.96388,3.69192,0.31674,1.09876,3.39764,0.66282,1.42308,0.09074,1.09934,5.28452,,0.9293,1.2049,4.27738,0.60422,2.31528,2.0285,1.00038,0.98972,1.24388,0.68188,1.84416,1.09574,0.46622,0.82356,1.02596,1.02506,2.35898,0.14746,0.83018,0.62896,0.32362,0.09632,0.18118,0.31556,0.30048,0.41118,0.14154,16.43478,0.27774,0.42122,2.62818,1.69304,2.05764,0.27664,1.22068,1.6638,0.91532,0.31636,0.80508,1.36066,0.48984,1.15066,1.03788,0.28524,0.59178,3.56896,1.58776,0.46248,0.82138,0.0,0.35638,1.54376,0.4628,1.8645,1.23992,1.13808,1.0745,0.34462,0.38234,1.19658,0.53662,0.77424,0.0,1.79294,1.67464,2.1693,3.1406,2.3452,3.0184,0.35468,0.23174,2.67928,2.69286,0.18584,1.16236,0.30466,1.35744,1.49258,0.45256,2.38492,1.14396,1.07198,9.48804,0.40614,0.44054,2.9691,0.3607,1.44618,3.2725,0.42478,2.81086,1.15432,1.53238,0.65188,12.42912,0.33258,0.6327,0.60422,0.92088,1.24858,0.75044,1.23696,0.40914,0.4767,0.61286,6.43496,0.25048,1.07256,0.41958,0.33496,0.68122,0.53316,1.04336,0.47474,0.20804,1.22916,0.55406,1.55858,0.57616,1.38462,0.16048,0.46382,0.71614,0.67898,1.28522,0.13664,2.652,,0.3522,10.67422,1.06856,0.86486,,3.28364,0.66446,0.27546,0.24346,0.59262,0.56436,3.39806,0.0,1.14728,2.74456,0.55696,0.15626,0.09966,0.94706,0.25474,1.71314,1.39244,9.432,0.65034,0.19264,0.10024,0.52532,0.0,0.69508,0.72032,1.89606,0.326,0.11626,0.31702,0.90092,0.17912,1.2214,0.15012,0.82746,0.25216,0.14794,1.01562,0.42672,,,0.05926,0.49842,5.04506,4.06092,0.52442,0.31176,4.01432,0.2614,0.856,1.71596,1.23402,0.39578,0.11584,0.56744,0.22038,2.07788,1.2659,0.18168,,0.72932,,19.20256,0.1437,6.08586,1.31864,0.83752,0.0,1.48792
